"Sample_Name"	"EA_N_Percent_corr"	"EA_C_Percent_corr"	"Delta15_N_Air"	"Delta13_C_VPDB"	"Type"	"Site"	"ID"	"Species"	"T"	"Mesh"	"Mix"	"Vegetation"	"Region"	"Stream"	"Sample_ID"	"Leaf"	"LeafLeafLeaf"	"Country"	"molar_CN"	"log_molar_CN"	"MonoMix"	"Fungal_Biom_Leaf_mgg_noRR"
"205"	"Leaf-TI4A-360-Ash"	2.78	44.79	-1.13	-31.1	"Leaf"	"TI4A"	"360"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A360"	"Mix"	"Ash"	"Switzerland"	18.7890046543032	2.93327183992561	"Mix"	93.6044101847859
"206"	"Leaf-TI4F-382-Alder"	2.97	48.04	-1.75	-28.93	"Leaf"	"TI4F"	"382"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F382"	"Mix"	"Alder"	"Switzerland"	18.8631429904295	2.93720991180612	"Mix"	76.8130865851015
"207"	"Leaf-TI4F-378"	2.79	45.21	-1.37	-30.9	"Leaf"	"TI4F"	"378"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F378"	"Ash"	"Ash"	"Switzerland"	18.8972153055998	2.93901457288219	"Mono"	121.041441427552
"208"	"Leaf-TI2A-262-Ash"	3.13	46.57	-1.13	-30.25	"Leaf"	"TI2A"	"262"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A262"	"Mix"	"Ash"	"Switzerland"	17.3511956897006	2.85366141985117	"Mix"	97.8817650232933
"209"	"Leaf-TI4A-355"	3.09	46.66	-1.47	-30.84	"Leaf"	"TI4A"	"355"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A355"	"Ash"	"Ash"	"Switzerland"	17.6097731949529	2.86845404309258	"Mono"	129.062047128746
"210"	"Leaf-TI3A-301"	3.04	47.19	-1.76	-29.33	"Leaf"	"TI3A"	"301"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A301"	"Alder"	"Alder"	"Switzerland"	18.1027227969534	2.89606235772911	"Mono"	63.6278228122353
"211"	"Leaf-TI4F-377"	2.88	46.71	-1.49	-30.96	"Leaf"	"TI4F"	"377"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F377"	"Ash"	"Ash"	"Switzerland"	18.9140654270775	2.93990584777511	"Mono"	127.344441537727
"212"	"Leaf-TI2A-256"	3.26	46.48	-1.52	-29.71	"Leaf"	"TI2A"	"256"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A256"	"Alder"	"Alder"	"Switzerland"	16.6270815475833	2.81103278457399	"Mono"	128.304306113548
"213"	"Leaf-TI2A-259"	3.18	46.19	-1.25	-30.77	"Leaf"	"TI2A"	"259"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A259"	"Ash"	"Ash"	"Switzerland"	16.9390226890457	2.82961999505938	"Mono"	162.104557799999
"214"	"Leaf-TI4F-381-Alder"	3.11	48.64	-1.36	-28.93	"Leaf"	"TI4F"	"381"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F381"	"Mix"	"Alder"	"Switzerland"	18.2389857789452	2.90356137887572	"Mix"	64.6804065795164
"215"	"Leaf-TI3F-333-Ash"	2.51	44.7	-1.78	-30.56	"Leaf"	"TI3F"	"333"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F333"	"Mix"	"Ash"	"Switzerland"	20.7683172411638	3.03342861588478	"Mix"	71.3206344286012
"216"	"Leaf-TI4A-350"	3.09	49.05	-1.7	-28.84	"Leaf"	"TI4A"	"350"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A350"	"Alder"	"Alder"	"Switzerland"	18.511774007982	2.91840696251067	"Mono"	103.195512597056
"217"	"Leaf-TI2F-283"	2.87	47.15	-1.92	-30.77	"Leaf"	"TI2F"	"283"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F283"	"Ash"	"Ash"	"Switzerland"	19.1587560615594	2.95275984671688	"Mono"	153.024228126371
"218"	"Leaf-TI2F-288-Ash"	2.57	47.1	-1.28	-30.03	"Leaf"	"TI2F"	"288"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F288"	"Mix"	"Ash"	"Switzerland"	21.3724983031505	3.06210496952419	"Mix"	89.5696199959998
"219"	"Leaf-TI4F-381-Ash"	2.65	44.41	-1.72	-30.81	"Leaf"	"TI4F"	"381"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F381"	"Mix"	"Ash"	"Switzerland"	19.5435028608924	2.97264289671483	"Mix"	122.705416508544
"220"	"Leaf-TI4A-358-Ash"	2.83	46.05	-1.5	-30.61	"Leaf"	"TI4A"	"358"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A358"	"Mix"	"Ash"	"Switzerland"	18.9762636854929	2.94318891845512	"Mix"	135.853952799293
"221"	"Leaf-TI3F-333-Alder"	2.9	46.89	-1.92	-29.66	"Leaf"	"TI3F"	"333"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F333"	"Mix"	"Alder"	"Switzerland"	18.8560075025057	2.93683156351801	"Mix"	44.6363789649714
"222"	"Leaf-TI2A-264-Ash"	3.02	46.52	-1.31	-30.91	"Leaf"	"TI2A"	"264"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A264"	"Mix"	"Ash"	"Switzerland"	17.9638851825114	2.88836336367263	"Mix"	104.760072000985
"223"	"Leaf-TI4F-379"	2.7	41.71	-1.48	-30.4	"Leaf"	"TI4F"	"379"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F379"	"Ash"	"Ash"	"Switzerland"	18.0154009896731	2.89122700260752	"Mono"	95.0480641892018
"224"	"Leaf-TI4A-353"	2.95	46.15	-1.1	-30.71	"Leaf"	"TI4A"	"353"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A353"	"Ash"	"Ash"	"Switzerland"	18.2438795746109	2.90382965800608	"Mono"	148.451349813417
"225"	"Leaf-TI4A-349"	3.16	47.27	-1.67	-29.37	"Leaf"	"TI4A"	"349"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A349"	"Alder"	"Alder"	"Switzerland"	17.4448013021722	2.85904168461527	"Mono"	97.4346887976758
"226"	"Leaf-TI4F-384-Alder"	3.45	49.1	-1.55	-29.79	"Leaf"	"TI4F"	"384"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F384"	"Mix"	"Alder"	"Switzerland"	16.5970118673169	2.80922267116615	"Mix"	73.9486686924692
"227"	"Leaf-TI3F-336-Ash"	2.72	44.91	-2.22	-30.49	"Leaf"	"TI3F"	"336"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F336"	"Mix"	"Ash"	"Switzerland"	19.2549173371881	2.95776647420069	"Mix"	111.99799228821
"228"	"Leaf-TI4F-376"	3.1	47.82	-1.5	-29.25	"Leaf"	"TI4F"	"376"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F376"	"Alder"	"Alder"	"Switzerland"	17.9893464349127	2.88977971794803	"Mono"	81.1267953622555
"229"	"Leaf-TI2F-285-Ash"	2.75	46.53	-1.72	-30.69	"Leaf"	"TI2F"	"285"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F285"	"Mix"	"Ash"	"Switzerland"	19.7318527646182	2.98223422158702	"Mix"	133.278420878588
"230"	"Leaf-TI3A-308"	2.69	44.38	-1.86	-30.84	"Leaf"	"TI3A"	"308"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A308"	"Ash"	"Ash"	"Switzerland"	19.2398873705642	2.95698559129965	"Mono"	81.1665085858253
"231"	"Leaf-TG1A-17"	2.97	42.4	0.39	-30.41	"Leaf"	"TG1A"	"17"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG1"	"TG1A17"	"Ash"	"Ash"	"Switzerland"	16.64856916724	2.81232427683225	"Mono"	97.9397048007044
"232"	"Leaf-TI1A-210"	3.26	45.42	-1.25	-30.64	"Leaf"	"TI1A"	"210"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI1"	"TI1A210"	"Ash"	"Ash"	"Switzerland"	16.2478925105687	2.78796320870774	"Mono"	117.878635831346
"233"	"Leaf-TI2F-281"	2.82	45.62	-1.77	-30.48	"Leaf"	"TI2F"	"281"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F281"	"Ash"	"Ash"	"Switzerland"	18.8657328421165	2.93734719931517	"Mono"	93.8385470794868
"234"	"Leaf-TG2F-90"	2.22	38.99	0.56	-29.83	"Leaf"	"TG2F"	"90"	NA	"sample"	"Coarse"	NA	"forested"	"North"	"TG2"	"TG2F90"	"Ash"	"Ash"	"Switzerland"	20.4817833602875	3.01953587451927	"Mono"	101.263891913067
"235"	"Leaf-TG2A-64"	2.96	43.21	-0.84	-29.4	"Leaf"	"TG2A"	"64"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A64"	"Alder"	"Alder"	"Switzerland"	17.0239393241477	2.83462054901682	"Mono"	87.447456708049
"236"	"Leaf-TG4A-158"	2.78	45.96	-0.78	-29	"Leaf"	"TG4A"	"158"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG4"	"TG4A158"	"Alder"	"Alder"	"Switzerland"	19.279809196512	2.95905839268696	"Mono"	81.8302922766202
"237"	"Leaf-TG2A-63"	3.11	44.88	-0.94	-30.38	"Leaf"	"TG2A"	"63"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A63"	"Alder"	"Alder"	"Switzerland"	16.8290641809017	2.82310740243225	"Mono"	95.8992967593666
"238"	"Leaf-TI2F-287-Ash"	2.63	47.05	-1.64	-30.59	"Leaf"	"TI2F"	"287"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F287"	"Mix"	"Ash"	"Switzerland"	20.862741970159	3.03796488725066	"Mix"	152.789916612337
"239"	"Leaf-TG3F-134"	2.89	45.22	-1.09	-30.3	"Leaf"	"TG3F"	"134"	NA	"sample"	"Coarse"	NA	"forested"	"North"	"TG3"	"TG3F134"	"Alder"	"Alder"	"Switzerland"	18.2473676657921	2.90402083213443	"Mono"	45.5001671737076
"240"	"Leaf-TI3F-329"	2.73	46.33	-1.52	-30.64	"Leaf"	"TI3F"	"329"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F329"	"Ash"	"Ash"	"Switzerland"	19.7909736528884	2.98522595764064	"Mono"	75.2443391577041
"241"	"Leaf-TI3F-336-Alder"	3.33	46.27	-1.85	-30.06	"Leaf"	"TI3F"	"336"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F336"	"Mix"	"Alder"	"Switzerland"	16.2040201090964	2.7852593663355	"Mix"	73.2588410223054
"242"	"Leaf-TI3F-331"	2.08	35.19	-1.71	-30.31	"Leaf"	"TI3F"	"331"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F331"	"Ash"	"Ash"	"Switzerland"	19.7298343672405	2.98213192502921	"Mono"	91.1491747030672
"243"	"Leaf-TI3A-304"	2.93	46.5	-2.02	-29.34	"Leaf"	"TI3A"	"304"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A304"	"Alder"	"Alder"	"Switzerland"	18.5077165693355	2.91818775697328	"Mono"	65.9512053392949
"244"	"Leaf-TG2A-66"	2.46	43.91	0.05	-29.99	"Leaf"	"TG2A"	"66"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A66"	"Ash"	"Ash"	"Switzerland"	20.8159308965766	3.0357186020383	"Mono"	73.5237419763917
"245"	"Leaf-TI1F-240-Ash"	2.78	45.62	-1.93	-30.55	"Leaf"	"TI1F"	"240"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI1"	"TI1F240"	"Mix"	"Ash"	"Switzerland"	19.1371822355282	2.95163315656264	"Mix"	137.145250769031
"246"	"Leaf-TG2A-70-Alder"	2.8	44.81	-0.8	-30.03	"Leaf"	"TG2A"	"70"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A70"	"Mix"	"Alder"	"Switzerland"	18.6631273721408	2.92654977902584	"Mix"	70.9953573198333
"247"	"Leaf-TI2F-288-Alder"	3.12	46.42	-1.36	-29.99	"Leaf"	"TI2F"	"288"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F288"	"Mix"	"Alder"	"Switzerland"	17.3507419025728	2.85363526643385	"Mix"	85.0162184864419
"248"	"Leaf-TI3A-306"	2.82	44.63	-2.11	-30.49	"Leaf"	"TI3A"	"306"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A306"	"Ash"	"Ash"	"Switzerland"	18.4563274165642	2.9154072611001	"Mono"	65.0418305853207
"249"	"Leaf-TI2A-253"	3.11	47.28	-1.34	-29.77	"Leaf"	"TI2A"	"253"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A253"	"Alder"	"Alder"	"Switzerland"	17.7290141370997	2.87520251431565	"Mono"	68.8560475679651
"250"	"Leaf-TI4F-383-Alder"	2.84	44.16	-1.44	-29.76	"Leaf"	"TI4F"	"383"	"Alder"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F383"	"Mix"	"Alder"	"Switzerland"	18.133357849814	2.89775321720467	"Mix"	86.8845553186433
"251"	"Leaf-TI3F-328"	2.89	48.04	-1.73	-29.02	"Leaf"	"TI3F"	"328"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F328"	"Alder"	"Alder"	"Switzerland"	19.3853061181922	2.96451536249639	"Mono"	48.724913721518
"252"	"Leaf-TI3A-311-Alder"	3	48.92	-1.81	-28.77	"Leaf"	"TI3A"	"311"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A311"	"Mix"	"Alder"	"Switzerland"	19.01659253832	2.94531188955981	"Mix"	68.7557513444178
"253"	"Leaf-TI3A-310-Ash"	2.64	46.85	-1.63	-30.61	"Leaf"	"TI3A"	"310"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A310"	"Mix"	"Ash"	"Switzerland"	20.6953690724256	3.02990995893515	"Mix"	110.323770372765
"254"	"Leaf-TI4F-380"	2.65	44.48	-1.17	-30.63	"Leaf"	"TI4F"	"380"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F380"	"Ash"	"Ash"	"Switzerland"	19.5743077516887	2.97421787735314	"Mono"	98.7220566369483
"255"	"Leaf-TI2A-262-Alder"	3.21	46.22	-1.09	-29.64	"Leaf"	"TI2A"	"262"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A262"	"Mix"	"Alder"	"Switzerland"	16.7916129924338	2.82087953511326	"Mix"	108.769275082797
"256"	"Leaf-TI3A-309-Alder"	2.68	47.88	-1.52	-28.69	"Leaf"	"TI3A"	"309"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A309"	"Mix"	"Alder"	"Switzerland"	20.8346809915388	3.03661895357595	"Mix"	69.5845052670174
"257"	"Leaf-TI4A-360-Alder"	3.08	48.29	-1.36	-29.26	"Leaf"	"TI4A"	"360"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A360"	"Mix"	"Alder"	"Switzerland"	18.2841171978795	2.90603277030891	"Mix"	100.00607612214
"258"	"Leaf-TI4A-357-Ash"	2.88	44.38	-1.38	-30.57	"Leaf"	"TI4A"	"357"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A357"	"Mix"	"Ash"	"Switzerland"	17.9705892454228	2.88873649076554	"Mix"	131.261837628679
"259"	"Leaf-TI4F-374"	3.02	48.1	-1.36	-28.91	"Leaf"	"TI4F"	"374"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F374"	"Alder"	"Alder"	"Switzerland"	18.5740085399569	2.92176321313388	"Mono"	78.2874273425436
"260"	"Leaf-TI2F-284"	3.16	47.94	-1.64	-30.02	"Leaf"	"TI2F"	"284"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F284"	"Ash"	"Ash"	"Switzerland"	17.6920620779805	2.87311606881637	"Mono"	146.60402227942
"261"	"Leaf-TI4F-373"	2.97	45.39	-1.39	-29.71	"Leaf"	"TI4F"	"373"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F373"	"Alder"	"Alder"	"Switzerland"	17.822607417477	2.88046773106271	"Mono"	88.1424895112602
"262"	"Leaf-TI3A-305"	2.71	46.65	-2	-30.42	"Leaf"	"TI3A"	"305"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A305"	"Ash"	"Ash"	"Switzerland"	20.0747370187782	2.99946215981069	"Mono"	69.1167821341197
"263"	"Leaf-TI4F-383-Ash"	2.49	40.37	-1.11	-30.37	"Leaf"	"TI4F"	"383"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F383"	"Mix"	"Ash"	"Switzerland"	18.9071865738993	2.93954209179718	"Mix"	107.641304214634
"264"	"Leaf-TI3A-309-Ash"	2.47	46.4	-1.54	-29.7	"Leaf"	"TI3A"	"309"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A309"	"Mix"	"Ash"	"Switzerland"	21.9072838190265	3.08681917600127	"Mix"	71.9370599826071
"265"	"Leaf-TI4A-358-Alder"	3.06	48.23	-1.12	-29.67	"Leaf"	"TI4A"	"358"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A358"	"Mix"	"Alder"	"Switzerland"	18.3807548563315	2.91130418552554	"Mix"	94.5207778076583
"266"	"Leaf-TI4F-384-Ash"	2.58	45.54	-1.25	-29.79	"Leaf"	"TI4F"	"384"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F384"	"Mix"	"Ash"	"Switzerland"	20.5845239545127	3.02453952911102	"Mix"	110.814560121625
"267"	"Leaf-TI4F-382-Ash"	2.4	41.29	-1.34	-30.53	"Leaf"	"TI4F"	"382"	"Ash"	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F382"	"Mix"	"Ash"	"Switzerland"	20.0632437118569	2.99888946995305	"Mix"	110.652779217358
"268"	"Leaf-TI4F-375"	3.21	49.41	-1.25	-28.69	"Leaf"	"TI4F"	"375"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI4"	"TI4F375"	"Alder"	"Alder"	"Switzerland"	17.9505321929068	2.88761976312468	"Mono"	81.4418105638139
"269"	"Leaf-TI4A-359-Ash"	3.01	47.76	-1.06	-30.82	"Leaf"	"TI4A"	"359"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A359"	"Mix"	"Ash"	"Switzerland"	18.5039876541977	2.91798625773251	"Mix"	160.270152952532
"270"	"Leaf-TI2F-280"	2.77	45.99	-1.54	-30.04	"Leaf"	"TI2F"	"280"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI2"	"TI2F280"	"Alder"	"Alder"	"Switzerland"	19.3620415598739	2.96331452876153	"Mono"	87.0301419580657
"271"	"Leaf-TI2A-255"	3.11	47.92	-1.27	-29.16	"Leaf"	"TI2A"	"255"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A255"	"Alder"	"Alder"	"Switzerland"	17.9690007920858	2.888648095025	"Mono"	67.3568820208302
"272"	"Leaf-TI3F-326"	3.19	48.5	-1.52	-29.15	"Leaf"	"TI3F"	"326"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F326"	"Alder"	"Alder"	"Switzerland"	17.7304012073038	2.87528074855563	"Mono"	58.2713195323536
"273"	"Leaf-TI1A-214-Alder"	3.15	47.47	-1.16	-28.86	"Leaf"	"TI1A"	"214"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI1"	"TI1A214"	"Mix"	"Alder"	"Switzerland"	17.5742251254536	2.86643334713463	"Mix"	133.950668609305
"274"	"Leaf-TI3A-312-Alder"	2.77	48.7	-1.62	-28.98	"Leaf"	"TI3A"	"312"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI3"	"TI3A312"	"Mix"	"Alder"	"Switzerland"	20.5029663832541	3.02056957729824	"Mix"	59.011852606523
"275"	"Leaf-TI3F-327"	3.15	47.87	-1.57	-28.77	"Leaf"	"TI3F"	"327"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI3"	"TI3F327"	"Alder"	"Alder"	"Switzerland"	17.722312128828	2.87482441797582	"Mono"	69.3445682222222
"276"	"Leaf-TI4A-352"	3.08	49.64	-1.1	-29.2	"Leaf"	"TI4A"	"352"	NA	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI4"	"TI4A352"	"Alder"	"Alder"	"Switzerland"	18.7952697805496	2.93360523075987	"Mono"	91.6192571719078
"277"	"Leaf-T0-Ash3"	1.54	40.88	-1.32	-30.01	"Leaf"	"T0"	"3"	"Ash"	"T0"	"Coarse"	NA	"non-forested"	"T0"	NA	"TG1A3"	"Alder"	"Ash"	"T0"	30.9569149326699	3.43259639687886	"Mix"	NA
"278"	"Leaf-T0-Ash5"	1.34	40.99	-1.9	-30.14	"Leaf"	"T0"	"5"	"Ash"	"T0"	"Coarse"	NA	"non-forested"	"T0"	NA	"TG1A5"	"Ash"	"Ash"	"T0"	35.6730816141677	3.57439638796237	"Mix"	NA
"279"	"Leaf-T0-Ash6"	1.46	43.44	-0.9	-28.3	"Leaf"	"T0"	"6"	"Ash"	"T0"	"Coarse"	NA	"non-forested"	"T0"	NA	"TG1A6"	"Ash"	"Ash"	"T0"	34.6980020440678	3.54668210731438	"Mix"	NA
"280"	"Leaf-T0-Ash7"	1.56	41.82	-2.56	-29.87	"Leaf"	"T0"	"7"	"Ash"	"T0"	"Coarse"	NA	"non-forested"	"T0"	NA	"TG1A7"	"Ash"	"Ash"	"T0"	31.2627327171733	3.44242674014799	"Mix"	NA
"281"	"Leaf-T0-Ash8"	1.49	41.62	-1.5	-29.43	"Leaf"	"T0"	"8"	"Ash"	"T0"	"Coarse"	NA	"non-forested"	"T0"	NA	"TG1A8"	"Ash"	"Ash"	"T0"	32.5749167842119	3.48354256841707	"Mix"	NA
"282"	"Leaf-TG2A-69-Alder"	2.9	44.06	-0.98	-30.7	"Leaf"	"TG2A"	"69"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A69"	"Mix"	"Alder"	"Switzerland"	17.7179716476946	2.87457947179072	"Mix"	83.8132623321496
"283"	"Leaf-TI1F-235"	3.09	46.55	-2.03	-30.93	"Leaf"	"TI1F"	"235"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI1"	"TI1F235"	"Ash"	"Ash"	"Switzerland"	17.5682585131817	2.86609378022237	"Mono"	112.438040965788
"284"	"Leaf-TG1A-19"	2.47	37.76	0.28	-29.85	"Leaf"	"TG1A"	"19"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG1"	"TG1A19"	"Ash"	"Ash"	"Switzerland"	17.8279964872078	2.88077005804636	"Mono"	108.438928900456
"285"	"Leaf-TG3F-135"	2.83	46.04	-1.07	-29.85	"Leaf"	"TG3F"	"135"	NA	"sample"	"Coarse"	NA	"forested"	"North"	"TG3"	"TG3F135"	"Alder"	"Alder"	"Switzerland"	18.9721428899043	2.94297173960748	"Mono"	34.4049529332658
"286"	"Leaf-TG3A-116"	2.64	44.1	0.14	-30.15	"Leaf"	"TG3A"	"116"	NA	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG3"	"TG3A116"	"Ash"	"Ash"	"Switzerland"	19.4805928728702	2.96941873270352	"Mono"	68.9500752679032
"287"	"Leaf-TG3F-144-Ash"	2.6	43.46	-0.47	-30.33	"Leaf"	"TG3F"	"144"	"Ash"	"sample"	"Coarse"	NA	"forested"	"North"	"TG3"	"TG3F144"	"Mix"	"Ash"	"Switzerland"	19.4932333412963	2.9700673972098	"Mix"	60.8131986641303
"288"	"Leaf-TI2A-261-Alder"	2.93	47.59	-1.37	-28.88	"Leaf"	"TI2A"	"261"	"Alder"	"sample"	"Coarse"	NA	"non-forested"	"South"	"TI2"	"TI2A261"	"Mix"	"Alder"	"Switzerland"	18.9415533663371	2.94135809951299	"Mix"	88.3730419418328
"289"	"Leaf-TG3F-142-Ash"	2.31	42.67	-0.57	-29.99	"Leaf"	"TG3F"	"142"	"Ash"	"sample"	"Coarse"	NA	"forested"	"North"	"TG3"	"TG3F142"	"Mix"	"Ash"	"Switzerland"	21.5416105704016	3.06998644007515	"Mix"	104.84687116706
"290"	"Leaf-TG2A-72-Ash"	2.42	39.41	-0.52	-30.44	"Leaf"	"TG2A"	"72"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A72"	"Mix"	"Ash"	"Switzerland"	18.9914697617765	2.94398991844726	"Mix"	75.1958332595703
"291"	"Leaf-TG2A-69-Ash"	2.29	42.79	-0.09	-30.45	"Leaf"	"TG2A"	"69"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG2"	"TG2A69"	"Mix"	"Ash"	"Switzerland"	21.790857046208	3.08149048027152	"Mix"	109.51091271048
"292"	"Leaf-TI1F-231"	3.24	48.58	-1.67	-29.27	"Leaf"	"TI1F"	"231"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI1"	"TI1F231"	"Alder"	"Alder"	"Switzerland"	17.4855785998226	2.86137646117874	"Mono"	116.836153947171
"293"	"Leaf-TI1F-233"	2.73	40.56	-1.97	-30.84	"Leaf"	"TI1F"	"233"	NA	"sample"	"Coarse"	NA	"forested"	"South"	"TI1"	"TI1F233"	"Ash"	"Ash"	"Switzerland"	17.3261793948015	2.85221861749501	"Mono"	123.266984282786
"294"	"Leaf-TG1A-24-Ash"	2.5	43.44	0.36	-29.93	"Leaf"	"TG1A"	"24"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG1"	"TG1A24"	"Mix"	"Ash"	"Switzerland"	20.2636331937356	3.00882781116047	"Mix"	80.2566177851137
"295"	"Leaf-TG3F-142-Alder"	2.73	45.94	-0.83	-30.15	"Leaf"	"TG3F"	"142"	"Alder"	"sample"	"Coarse"	NA	"forested"	"North"	"TG3"	"TG3F142"	"Mix"	"Alder"	"Switzerland"	19.6243757740923	2.97677245547303	"Mix"	52.1174637921595
"296"	"Leaf-TG4A-166-Ash"	2.65	42.13	-1.01	-29.96	"Leaf"	"TG4A"	"166"	"Ash"	"sample"	"Coarse"	NA	"non-forested"	"North"	"TG4"	"TG4A166"	"Mix"	"Ash"	"Switzerland"	18.540143560671	2.91993830340174	"Mix"	68.3331876593862
